"","HB1","HB4","HB10","HB13","HB17","HB20","HB23","HB26","HB29","HB34","HC1","HC2","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","HC22","SB1","SB4","SB8","SB12","SB16","SB20","SB24","SB28","SB32","SB36","SB39","SB42","SB45","SB49","SB52"
"hsa_let_7e_5p",10.057735635859,11.6483351288824,11.4924354081219,10.0005659313587,10.8196625562587,9.5655025399658,11.1826884585389,11.0439031152102,10.8869906768392,10.5650213818291,11.843632363827,11.9528073470701,11.425061935956,11.5035894577225,11.2397519725197,11.5394750252023,11.2416307825099,11.3176877675262,11.7639284311393,12.3645035053497,11.557060365169,11.5748526796412,11.6986197610968,11.497406459207,11.140554274504,11.5586880951479,11.32966467055,11.1514876203426,11.8564519332022,11.829978326277,11.9403270053397,11.4039760941862,11.5290732527838,10.8601997307358,11.4856300129126,10.7226994572685,11.1857893866866,11.549286295428,11.9220019382047,11.036492218236,11.2589959168086,10.8183296794126,10.8088100196944,12.2809229134127,12.3405740489843,10.7837521426667
"hsa_miR_10a_5p",9.87431988348753,10.357270386722,9.93707481319577,8.08594172474904,10.1045569517383,8.80945439119502,11.2044889453963,10.9074693515993,10.2459637316606,9.55942611114299,11.4211539945535,11.0493489530507,11.2705341708548,11.6022430002434,11.9096640851781,11.5553745999782,12.1263711207028,10.9016568993721,11.301328845004,11.1739690975253,10.9187088340401,11.4267828087309,11.9060210719992,11.0535195520419,11.7038383381252,11.5637047998881,11.2133393364159,11.6872247214694,11.5969325734001,11.6544349613825,12.0295772047954,11.2323046814307,10.2451250791543,10.5370368439788,12.330272733541,10.4838337851121,10.6191327454299,11.0905075257854,10.4479056627505,10.7061885491572,11.8426512851183,12.1839204931695,10.6581317343445,10.7930923799819,10.5156436020847,11.0262695665863
"hsa_miR_10b_5p",8.48644970741088,10.2033287281544,9.17335851275672,5.91744870853771,8.55542594859572,8.25658878681134,10.4097824607454,10.1818988277001,9.66534429792807,10.1122103842165,11.0087491520516,10.0924331212018,10.7692123279644,11.2045360393242,11.401562628025,10.7937315360061,11.2522616860691,9.26330439070888,10.9510936257253,10.3360564497066,10.3629782388164,11.1897958517727,11.6933738074427,10.6885478010384,11.0902583976384,10.6766778744973,10.3270715157576,11.3715391554885,11.1203667812994,11.0083446052175,11.7768405168293,7.7413198488771,10.6168258225657,10.6812809002635,11.6448423898181,10.5932980271114,10.4638628634629,10.8131050563764,10.3464808504891,10.099016512395,11.6588530350565,7.7413198488771,11.2177416328257,11.0335380895737,7.7413198488771,11.6859564164564
"hsa_miR_125a_5p",9.77653539343014,10.7792625062526,10.2552997762948,6.68479800073213,10.0900714514736,8.73863739035659,11.1537494112254,10.8174600504147,10.0312642505254,9.91799173614215,11.3682867140992,11.2452297537796,11.3556562887551,11.8881892020056,11.9708950828795,11.5557579593308,12.1645294180356,11.7833025086452,11.8050882713573,11.1409446207742,11.2083118785868,12.0819437552557,12.0386161088863,11.201056914699,11.5140625046843,11.6524411167095,11.1244412144934,11.6174035819084,11.6445308120411,11.6867230605528,12.1612347895545,11.7166304833276,8.17687920780327,11.154164405695,11.7494538715581,10.8434550728446,11.0617745580284,11.6574731299899,11.4783409337103,10.9436596143654,12.3348557621019,8.17687920780328,11.2064521993345,12.1601319034884,11.2149743798251,11.1595222836145
"hsa_miR_125b_5p",8.31753092599621,7.21468118078512,8.0242842690221,5.09765040425561,7.8892363044205,7.08407429566533,8.74824959254962,8.22593535062482,7.78134022468965,8.31773415799487,8.57383558333079,7.75237984245276,8.472627355563,8.9677587025003,9.45505243557025,8.74368248697517,9.40800750374806,8.83428768057526,8.91781871277686,8.23090630774719,8.18405006942981,9.71715781711027,8.93579310752978,8.5357658777567,9.04002462287978,8.59018940557433,8.77104286465684,8.24834221351123,8.5443811746429,9.07262683881098,9.13909733198713,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203,8.36841235302203
"hsa_miR_126_3p",14.2978195538287,15.0371348780282,14.609099810783,12.5876778562741,14.2170152501704,14.1068385271772,15.1411818575803,15.0301423162624,14.6534452769289,14.4867704672675,15.4458816957578,15.2450180611267,15.5701117778256,15.8491623700529,15.5898901708296,15.4598610800528,15.7861060689239,14.894802903032,15.3016613859817,15.4767782978923,15.6246144556484,15.636810377475,15.8450826425614,15.7335724605836,15.7415815995171,15.4658596064567,15.1678277194906,16.053394624348,15.7946416763034,15.8405267929081,16.2316013479491,15.4544901937314,15.4399608296263,15.1170949256733,16.2207256480698,14.9750863714919,15.0880234168134,15.5273034650087,15.6041037213784,14.8974135265338,15.8925359115098,15.479553786539,15.0287761769661,14.9770476017062,14.2144538859267,14.5263988572237
"hsa_miR_126_5p",11.0800155066648,12.0010049330796,11.4673334640588,9.689707447882,11.1187873049968,10.4969994099877,12.1313646983754,11.9697820057498,11.3685848427349,11.9433979442876,12.4527950943096,12.4943370717474,12.6497688238477,12.9545465179542,12.8772420581078,12.4063728960227,12.9836035463149,12.4669316785439,12.6587705023923,12.0011345655182,12.2902542155641,12.9418933542232,12.9849129450651,12.5439072522556,12.5418748447765,12.5723222895634,12.0941857540233,13.0123428079397,12.6053307302486,12.7034166233768,13.379389720044,12.2331052094361,12.3167291866436,11.8399948436155,13.2695319016887,11.7845671450584,12.2875100626968,12.5788920853805,12.7205565405345,11.9038638952191,13.0651916883775,12.5347357426818,11.9341886339977,12.2550264757777,11.6133978880209,11.0585234333643
"hsa_miR_1307_3p",7.69464503463777,5.54058312519511,9.17119459071475,8.23652109076782,8.91214849351728,5.54058312519511,5.54058312519511,9.51419223475225,5.54058312519511,9.45135529034598,9.15746673560581,9.3922779885795,8.98181370708992,9.94455931216107,10.4556815466041,9.18961728338511,9.98168721006887,9.82336559925445,10.1825441061812,9.89886797962232,8.74767408905159,10.0569952025839,8.74672041522318,9.42939218510895,8.25095176353769,9.23351721122546,9.94338823713067,9.55822935705178,9.04515118304409,9.45142216142381,8.83555809984835,9.84402099093245,9.53414830344924,8.76658572994481,8.98413002871136,9.76406833659482,9.79261226554156,9.289312411909,9.61226795183722,9.19153964523559,9.0514693685831,4.42498289542496,8.43505810347549,9.13915243859875,9.50473364545047,7.37929435631281
"hsa_miR_146a_5p",7.96427600495706,9.44979499192871,10.4428611403492,9.08644040080611,8.99238019826815,8.46991328825796,9.02199803950752,11.1481441522059,9.60493813183694,9.14067800363089,11.5635333312077,10.8134286937814,10.4334707024435,11.1332431332076,11.0648977702423,11.0699087651104,11.1520387735026,10.8869200404867,11.0091515526711,11.3683201871897,10.6053436738332,11.3882810603279,10.8386042107011,10.7699461788998,10.2263212987746,10.0787251781115,10.4763432612203,9.88498136403513,10.3994756416987,10.7904470951701,10.45716319102,9.63240881212209,9.63240881212209,9.63240881212209,9.63240881212209,9.63240881212209,11.382674797828,9.63240881212209,12.1034249940007,9.63240881212209,9.63240881212209,9.63240881212209,9.63240881212209,12.1613508644527,11.8861499101441,9.63240881212209
"hsa_miR_146b_5p",6.92816091807163,4.42013904886467,7.96198731403666,6.14093469712732,7.93044168767833,6.42133151711867,7.89867849266039,8.3471588249126,8.51435057942471,7.92743291754923,8.11942754327562,8.27429174493254,8.30559777205623,7.95811350420316,8.76621786373093,8.32295525555248,8.18721165164469,8.4454794319877,8.75099839240259,8.90748850227883,8.40371337727949,8.75252710167059,7.97039645895036,8.71372073236468,8.73436450698525,7.23247977982836,7.22736680508296,7.83736975143973,8.51911915567846,8.50961281052332,8.977447764341,7.94360620088176,7.94360620088176,7.94360620088177,7.94360620088176,7.94360620088177,7.94360620088177,7.94360620088177,7.94360620088177,7.94360620088177,7.94360620088176,7.94360620088177,7.94360620088176,7.94360620088177,7.94360620088177,7.94360620088177
